链接,面积,房屋户型,楼层,房屋朝向,地铁,小区,位置,时间,租赁方式,付款方式,房屋现状,租赁周期,装修描述,小区介绍,学区介绍,核心卖点,周边配套,交通出行,户型介绍,投资分析
http://gz.lianjia.com/zufang/GZ0002272962.html,60平米,2室1厅1卫  整租,低楼层 (共9层),南 北,距地铁2号线江南西532米,江南西路紫金大街2套出租中,海珠江南西,98天前发布,整租,暂无数据,暂无数据,暂无数据,此单位住家装修 保养还不错。雪白的墙身。显示得更加光亮。户型方正。通风采光良好。周边生活气氛良好，人文素质交通便利 配套完善 家私家电齐,属于中型社区，环境优美 ，出入方便 配套成熟。交通方便，通风采光良好。周边生活气氛良好，人文素质高,,户型方正 采光通风好,,,布局合理。采光以及通风好。旺中带静。视野开阔。让您感觉舒服。让您心情舒畅。,
http://gz.lianjia.com/zufang/GZ0002272920.html,46平米,1室1厅1卫  整租,中楼层 (共22层),北,距地铁3号线汉溪长隆93米,奥园城市天地58套出租中,番禺华南,231天前发布,整租,暂无数据,暂无数据,暂无数据,开发商装修 业主新收楼首 次出租，正准备装修 采光好 楼层也好 要是有想要按自己装修风格可抓紧租下毛坯房 随心装成您想要的样子 吉屋,,北京师范大学南奥实验学校 南奥实验小学 南奥实验幼儿园 钟村实验学校 广东工业大学番禺学校,双地铁 上盖 坐拥番禺百亿成熟配套,小区附 近有周 围商店：港润购物广场、人人乐购物广场、百佳、番禺天河城折扣店 (居家购物方便至极)2、 位于小区不 远有周 边银行：农业银行、工商银行、中国银行(投 资理财方便快捷)3、 小区有附 近学校：暂无资料(孩子上学方便)4、 距离小区不 远有餐饮：长隆欢乐世界,地铁三号线汉溪长隆地铁站 汉溪大道 番禺大道 市广路 新光快速干线 兴业大道 兴南大道 西环路 迎宾路,,
http://gz.lianjia.com/zufang/GZ0002272958.html,109平米,3室2厅2卫  整租,低楼层 (共32层),北,暂无数据,金山谷尚层1套出租中,番禺祈福,132天前发布,整租,暂无数据,暂无数据,暂无数据,此单位是交楼标准装修，业主刚收楼，家私家电都已配齐都是新的，格局方正。,"金山谷 位于市桥市广路(祈福新村往市桥方向前800米)，总用地面积为560454㎡，已开发的高层洋房和别墅。居住户数现有1600户,常住人口约为5000人",,格局方正，通风彩光好，使用率非常高,商业配套：长隆度假区与万博商圈，包括长隆酒店、长隆欢乐世界、长隆大马戏、长隆野生动物世界、长隆水上世界、沃尔玛山姆会员店、四海一家、吉盛伟邦、天河城outlet等。金融服务：中国工商银行、建设银行、广东农商行、民生银行等银行金融机构。周边分布有钟村医院、祈福医院、,,,
http://gz.lianjia.com/zufang/GZ0002273268.html,73平米 (套内62平米),2室2厅1卫  整租,高楼层 (共4层),北,暂无数据,祈福新村湖景居3套出租中,番禺祈福,107天前发布,整租,暂无数据,暂无数据,暂无数据,有10几方的大露台，通风通透性好，布局十分合理，没有任何浪费面积，公摊特别小，利用率非常高。房子通风性能非常好，房屋内就能保持新鲜的空气；楼间距也很大，采光特别棒,湖景居靠近祈福大道左侧，是祈福*早一期洋房，小区共有26条街，户型南北对流，户型南北对流，总共四层，低密度建筑，该小区以香港业主居多,祈福精英幼儿园、祈福英语实验幼儿园、祈福新?幼儿园、钟三村幼儿园 中小学：祈福新村学校、钟村中学、祈福英语实验学校、钟村育英小学(市一级),顶楼两房 送大露台,,,,
http://gz.lianjia.com/zufang/GZ0002273423.html,73平米,2室2厅1卫  整租,高楼层 (共9层),南,暂无数据,华景新城怡景园4套出租中,天河华景新城,77天前发布,整租,暂无数据,暂无数据,暂无数据,装修保养还是蛮不错的，南向采光温馨，居住环境安静，小区绿化好，户型间隔好，家私电器也还不错，出行便利。,,,南向两房 居住安静 绿化好,周边配套还是蛮成熟的，楼下有小区临街商铺，服装店 饭店 水果店 超市 理发店 银行等，在这边是成熟配套。,交通出行是蛮便利的，楼下斜对面就是翰景路公交车站，出行华师地铁站需要3分钟，不会拥堵，通往全市也很快。,,
http://gz.lianjia.com/zufang/GZ0002273288.html,61.83平米,2室2厅1卫  整租,高楼层 (共9层),东南,暂无数据,汇侨新城北区11套出租中,白云新市,77天前发布,整租,暂无数据,暂无数据,暂无数据,本房子已看过，房间墙面白净，地板也是瓷砖的，整体保持还是不错的,汇侨新城位于白云新城核心新市墟旁，于1998年由侨鑫物业承建，分为东、南、北三个区，共占地面积三十多万平方米，是一个近万户住户的成熟小区,小区自带学校，有自配的汇侨小学，汇侨中学，幼儿园，以及各种培训机构，学习氛围好。,大型社区 实用二房,,,,
http://gz.lianjia.com/zufang/GZ0002272987.html,37平米,1室1厅1卫  整租,低楼层 (共9层),东,暂无数据,宝源路2套出租中,荔湾西关,85天前发布,整租,暂无数据,暂无数据,暂无数据,装修保养一般 两房一厅，一个厨房，一个卫生间，家具基本都有，采光一般,,,近地铁 出行方便 厅大宽敞 一楼居住方便,,长寿路地铁站，中山八地铁站，石路基站，荔湾路口站，绊塘总站，多宝路站，长寿路站,两房一厅，采光一般，一楼居住方便，客厅大，房间没有窗，保养一般，家具基本都有,
http://gz.lianjia.com/zufang/GZ0002273269.html,98平米,3室2厅1卫  整租,低楼层 (共9层),东,暂无数据,广信白兰花园7套出租中,白云广园路,394天前发布,整租,暂无数据,暂无数据,暂无数据,,广信白兰花园位于金钟横路，建成于1998年。小区是蓝白色马赛克外墙，清新灵动。周边配套设施成熟，超市中小学菜市场。背靠万达广场，距离地铁2号线飞翔公园站仅需步行5，6分钟，十分便利。随着白云新城建设进度的加快，毗邻白云新城商业区的白兰花园价值必定更上一层楼。,,,,,该房源为三房单位 户型方正 大厅阳台朝东 房间向南北 无暗房 厨房阳台向西,
http://gz.lianjia.com/zufang/GZ0002273131.html,110.8平米,3室2厅1卫  整租,中楼层 (共5层),南,暂无数据,石基城市花园金盛苑3套出租中,番禺市桥,77天前发布,整租,暂无数据,暂无数据,暂无数据,全新装修，设备齐全，家电可配，背包即住。阳台宽阔， 并且种有各色花卉点缀该处，您还可随意修饰。,小区人文素质高是社区交通便利，地段合适，居住不二选择。小区坏境好，周围有公园，广场，绿色程度高，有门卫和保安负责治安，保证您的生活安全。,,拎包入住 正对园景 业主诚心出,小学，中学，幼儿园，菜市场，大型超 市等，让你的生活更加方便。房间内间隔方正，3室2厅，通风采光好，复合地板，是你不错的选择,,,
http://gz.lianjia.com/zufang/GZ0002273467.html,55平米,2室1厅1卫  整租,高楼层 (共9层),西南,距地铁2号线飞翔公园768米,广园云苑新村云苑直街8套出租中,白云广园路,116天前发布,整租,暂无数据,暂无数据,暂无数据,,,,,,175、179、181、182、189、199、241、24、257、257快、 257、265、273、278、298、298快线、298、32、38、46、540、60、63、805、810、高峰期专线4、旅游3线、夜35,,"苑新村位于白云区广园中路,比邻机场路、白云大道，在广园客运站旁边,正是几处板块的重要位置。好又多也就在不远处，还有麦当劳，天达酒店，商业步行街，车站，医院，各类银行，两大菜市场，是一个生活交通非常方便的成熟社区。"
http://gz.lianjia.com/zufang/GZ0002273424.html,47平米,1室0厅1卫  整租,低楼层 (共33层),东,距地铁5号线潭村871米,马赛国际公寓16套出租中,天河珠江新城东,129天前发布,整租,暂无数据,暂无数据,暂无数据,装修状况为普通装修，简洁舒服，地板为瓷砖铺设，墙面干净简洁，整体感觉比较舒适,,,家私家电齐 采光好 交通便利,儿童托管、上门美容、代订生活品、保姆、钟点工服务；●医务室及预约出诊服务；●上门收干、湿洗衣物；●宴会预订酒店大堂票务；●商务、法律咨询；●24小时送餐服务，室内安装、维修服务等●其他：广州赛马场、商场等。●地铁5号线,交通：(华侨医院站-潭村路)53路 43路 227路 302路 261路 882路 299路 550路 284路 562路 517路 540路 548路 542路 夜43路 地铁5号线,,
http://gz.lianjia.com/zufang/GZ0002273601.html,56平米,1室1厅1卫  整租,中楼层 (共21层),南,暂无数据,敏捷上品公馆13套出租中,番禺祈福,78天前发布,整租,暂无数据,暂无数据,暂无数据,新装修 ，精装修，格局分明，采光好，楼层位置好，家私家电可配套齐。,近菜市场，大型绿化小区，环境好，24小时保安管理，生活配套设施,广东工业大学、广东书法学院、广东文艺职业技术学院、新英中英文学院、大罗小学、祈福精英幼儿园、祈福英语实验幼儿园、祈福新邨幼儿园、富幼儿园 、番禺机关幼儿园、祈福英语实验学校、祈福新邨学校、钟村学校,敏捷上品公馆 精装修复式公寓,,,1厅1房1卫生间1厨房，家电家具在，多种绿色植物，纯天然的氧吧，让您的生活更加健康！采光通风,
http://gz.lianjia.com/zufang/GZ0002273765.html,68平米,2室1厅2卫  整租,低楼层 (共22层),北,暂无数据,保利大都汇36套出租中,番禺华南,78天前发布,整租,暂无数据,暂无数据,暂无数据,"优势一：地理位置好，不靠马路有地铁！ 


优势二：通风采光好",,香江学校幼儿园、大石镇河村幼儿园、星河湾灵格风幼儿园 中小学：华南师范大学附属中学番禺学校、里仁洞小学、番禺执信中学、北京师苑大学南奥实验学校(私立)幼儿园小学初中部 村奥园学校(公立)幼儿园小学初中部,有地铁广州华南版块成熟配套,交通配套设施齐，生活方便，餐饮：长隆欢乐世界、香江野生动物世界、长隆水上乐园、长龙高尔夫、万博商业、御水泉国际水疗会、商店：新一佳购物广场、广汇百货、十八哥超市、华润万家超市、宏城超市、沃尔玛山姆会员店、银行：工商银行、建设银行、浦发银行、农业银行都是你生活的邻居,番109路、303A路、10A路、10B路、109B路、番125路、番52路、番75路汉溪长隆公交站总站 地铁3号线汉溪长隆还有即将开通的7号线,1.户型方正，阳台空气流动性强2.引人的亮点：视野开阔，华南板块,
http://gz.lianjia.com/zufang/GZ0002273547.html,72平米,2室2厅1卫  整租,中楼层 (共9层),南 北,距地铁5号线大沙地433米,荔景园1套出租中,黄埔区府,79天前发布,整租,暂无数据,暂无数据,暂无数据,精装修两房 南向 家私电器齐全 小区管理，绿化高，附近有购物中心星荟城和百佳超市，生活十分便利,,校： 广州市第123中学、广州市第86中学、港湾中学、港湾小学、怡园小学、荔园小学、黄埔海关幼儿园、下沙小学,小区近5号线 生活配套成熟完善,商场： 星荟城购物中心，事佳超市、百佳超市、摩登百货、大沙商业区 医院： 中山大学一院黄埔院区 银行： 工商银行、建设银行、农业银行饮食： 广州酒家、新光酒家、德昌酒家、韩国烤肉、客家王娱乐： 黄埔公园、国泰KTV、明星会KTV,公交车：珠江村NRT站，地铁5号线 大沙地站公交车：珠江村站，途经线路包括夜41路 夜46路 50路 210路 214路 240路 242路 242快线 242A 292路 431路 507路 513路 517路 517A 560路 561路 568路 571A 571路,,
http://gz.lianjia.com/zufang/GZ0002273673.html,87.77平米,2室1厅1卫  整租,中楼层 (共17层),西南,距地铁5号线五羊邨265米,保利香槟花园夏尔(1栋)6套出租中,天河珠江新城西,97天前发布,整租,暂无数据,暂无数据,暂无数据,保利香槟是2005年收楼时开发商统一装修，瓷砖地板，两个房间都是木地板。,,,保养得干净 客厅比较宽敞 西南向,距离珠江新城地铁站大概300米的距离，有地铁3、5号线，临近花城大道公交站,,此单位是保利香槟花园的一套两房一厅，客厅和主人房都宽敞，西南向为主，采光好。,
http://gz.lianjia.com/zufang/GZ0002273763.html,182.79平米,4室2厅0卫  整租,低楼层 (共25层),东,距地铁7号线员岗804米,广州雅居乐花园天域锦园2套出租中,番禺华南,121天前发布,整租,暂无数据,暂无数据,暂无数据,装修好 保养新 看房方便 齐的家私屋电器 厅大房大 视野宽敞,"省妇幼番禺分院就在广州雅居乐对面.2010年10月开张饮食：湘川土菜馆，会所，酒店，和丰园，我家厨房，周边山庄天然菜色,拉面馆",加拿大国际幼儿园(外教授课)，复旦小学，华师附中，侨联中学(市一级)，碧桂园学校，南村幼儿园(市一级)，南小学(市一级),天域 高层温馨4房,,,,"地铁三号线 七号线 四号线，公交56，17，30，302,小区直通香港巴士"
http://gz.lianjia.com/zufang/GZ0002273769.html,50平米 (套内44平米),1室1厅1卫  整租,低楼层 (共24层),北,距地铁8号线中大1165米,佳大银湾1套出租中,海珠东晓路,149天前发布,整租,暂无数据,暂无数据,暂无数据,,,,,,,布局合理。采光以及通风都好。旺中带静。视野开阔。靓景美不胜收。让您感觉舒服。让您心情舒畅,属于中型社区，环境优美 ，出入方便 配套成熟.交通方便，有多条线路直达广州任何一个区域
http://gz.lianjia.com/zufang/GZ0002273772.html,60.45平米,2室1厅1卫  整租,中楼层 (共7层),南,暂无数据,邮电宿舍1套出租中,天河华景新城,77天前发布,整租,暂无数据,暂无数据,暂无数据,邮电宿舍家属楼，两房一厅 婚房装修。朝向好，户型方正，方正两房,小区安静优雅干净清爽，环境好，公交4个站就可到达地铁岗顶站，真正地铁物业，让你住的舒适，住的安心，周边配套设施齐全，人文素质高。邮校商圈交界让您的生活更加便捷,,家私家电齐 交通方便 安静舒适,,,正实用三房 过五年，南北对流，阳台望天河公园，一梯二户，南北对流户型，楼梯低层2楼单位，适合居家自住型,
http://gz.lianjia.com/zufang/GZ0002273770.html,206.17平米,4室2厅2卫  整租,低楼层 (共25层),东北,距地铁7号线员岗804米,广州雅居乐花园天域锦园2套出租中,番禺华南,121天前发布,整租,暂无数据,暂无数据,暂无数据,装修好 保养新 看房方便 齐的家私屋电器 厅大房大 视野宽敞,,加拿大国际幼儿园(外教授课)，复旦小学，华师附中，侨联中学(市一级)，碧桂园学校，南村幼儿园(市一级)，南村小学(市一级),天域 高层温馨4房,"绍 省妇幼番禺分院就在广州雅居乐对面.2010年10月开张饮食：湘川土菜馆，会所，酒店，和丰园，我家厨房，周边山庄天然菜色,拉面馆","地铁三号线 七号线 四号线，公交56，17，30，302,小区直通香港巴士",装修好 保养新 看房方便 齐的家私屋电器 厅大房大 视野宽敞,
http://gz.lianjia.com/zufang/GZ0002273799.html,83平米,2室1厅1卫  整租,中楼层 (共6层),东南,暂无数据,金沙湾花园金沙苑1套出租中,番禺沙湾,77天前发布,整租,暂无数据,暂无数据,暂无数据,金沙湾花园 新装修 步梯楼 楼层 步梯楼层3楼 中间位置 之前是出租给人家的 后来业主想自己住 所以才重新粉刷装修,小区内还有游泳池 小型超市 理发店 美容店 幼儿园，篮球场等等,,2房2厅1卫2阳台 家私电器齐全,,金沙湾花园 周边配套成熟方便 ，家门口出去就有公交车站：祈福水城站， 小区自带有街铺，不远处就有菜市场：沙坑市场等等生活配套,,
http://gz.lianjia.com/zufang/GZ0002273889.html,82平米,1室1厅1卫  整租,低楼层 (共29层),南,距地铁3号线华师123米,天立大厦2套出租中,天河龙口东,82天前发布,整租,暂无数据,暂无数据,暂无数据,地板目前是采用办公用的地毯，保养的还是不错的，目前有人在办公，看房还是挺方便的。,小区位于天河北东段与五山路口的交界处，电梯房地理位置优越，24小时严密保安管理，周边配套齐全，配有停车场，休闲广场，等等,幼儿园：天河高新中英文数码幼儿园、启蒙中英文幼儿园、红太阳幼儿园中小学：天河高新中英文数码幼儿园、启蒙中英文幼儿园、龙口西小学、113中学大学：华南师范大学、华南理工大学、暨南大学,距离华师地铁口近 ，交通便利，可租办公,商场：百佳、万佳、苏宁、国美医院：中山三院、天河妇幼保健院、博爱医院邮局：天河北邮局银行：工商银行、农业银行其他：岗顶、总统大酒店小区内部配套：停车场,B17路、B11路、560路、813路、133路、191路、130路、78路、78A路、197路、41路、32路、20路地铁：3号线华师站、3号线岗顶站,,
http://gz.lianjia.com/zufang/GZ0002261285.html,82平米,3室2厅1卫  整租,中楼层 (共12层),北,距地铁2号线东晓南1129米,金碧花园第二金碧45套出租中,海珠金碧,83天前发布,整租,暂无数据,暂无数据,暂无数据,业主原来自住装修保证非常比较好，户型方正通风采光比较好，交通便利,,,三房方正实用 通风采光 交通便利,,东晓南地铁2号线 东晓南步行只需要10分钟   有87.13.86.546.180.202.288.309等各路公交车,三房两厅 该栋苑安静舒适 地理位置 交通便利 周边配套成熟齐全,
http://gz.lianjia.com/zufang/GZ0002261354.html,110平米 (套内96平米),3室2厅2卫  整租,高楼层 (共13层),东南,暂无数据,悦涛雅苑6套出租中,黄埔区府,335天前发布,整租,暂无数据,暂无数据,暂无数据,,"悦涛雅苑，位于丰乐南路28号大院，为黄埔区中间地段电梯楼之一，小区共有9栋高层电梯楼,与3栋楼梯楼组成，小区虽然占地面积不大，但该花园小区设施配套相当的完善、齐。有幼儿园，会所,篮球场，游泳池等等.小区内绿化环境优美，环境安静舒适。",广州市第86中学、中大附属外国语实验中学、怡园东校区。交通便利，,,丰乐肉菜市场，汇润广场，百佳超市，7-11便利店，怡港大厦，黄埔公园,,三房两厅两卫，格局方正实用面积大，居家不拥挤。房大厅大。东偏南向，采光很好的,
http://gz.lianjia.com/zufang/GZ0002261325.html,78.38平米,2室2厅1卫  整租,中楼层 (共33层),西北,距地铁8号线沙园765米,光大花园榕岸4套出租中,海珠工业大道北,83天前发布,整租,暂无数据,暂无数据,暂无数据,保养还不错。雪白的墙身。显示得更加光亮。户型方正。通风采光良好。周边生活气氛良好，人文素质高,采光以及通风都非常好。旺中带静。视野开阔。靓景美不胜收。让您感觉非常舒服。让您心情舒畅。,,交通便利 布局合理,,,属于中型社区，环境优美 ，出入方便 配套成熟。交通方便，附近有多条线路直达广州任何一个区域,
http://gz.lianjia.com/zufang/GZ0002261627.html,56.66平米,2室2厅1卫  整租,中楼层 (共9层),南,暂无数据,汇侨新城南区13套出租中,白云新市,273天前发布,整租,暂无数据,暂无数据,暂无数据,"该房源本人亲自看过,开发商装修,部分家私,格局方正,正南向.",,,"楼梯中层,配套完善",市 场：汇侨新城东区菜市场、大埔菜市场、医 院：汇侨壹心诊所、新市医院、白云区人民医院公 园：白云儿童公园、商 业：澳之星超市、家乐福、沃尔玛,公交站：汇侨新城总站、汇侨南站、新市墟站地铁站：飞翔公园站、白云文化公园,,
http://gz.lianjia.com/zufang/GZ0002273886.html,94平米,3室2厅1卫  整租,高楼层 (共17层),南,暂无数据,金碧世纪花园21套出租中,黄埔区府,205天前发布,整租,暂无数据,暂无数据,暂无数据,保养不错，之前是自住的，业主买的新房子可直接入住. 格局通风明亮,,,正规大三房，格局方正，采光通风好,,"周边公交：途经公交车：B16路, B17路, B20路, B27路, B5路莲溪-公交车站途经公交车：41路夜班, 46路夜班, 550路, B15路, B1快, B1路, B20路, B26路, 夜13路,附近地铁：地铁5号线鱼珠站。",正规大三房，格局方正，采光通风好 客厅高挑 南向两房 随时入住,
http://gz.lianjia.com/zufang/GZ0002261438.html,60平米,2室1厅1卫  整租,高楼层 (共9层),南 北,暂无数据,聚德花园15套出租中,海珠赤岗,86天前发布,整租,暂无数据,暂无数据,暂无数据,"此物业装修保养很好，家私电器齐，墙体地面干干净净,干净舒适！",,,格局方正实用 楼层好 温馨舒适,大塘幼儿园 赤岗小学 赤岗中学 聚德东小学 聚德西小学 聚德中学 广州纺织大学,交通出行 公交]20、69、130、184、190、226、250、464、763、779、高峰快线39、夜45 [地铁]3号线--大塘站/,,
http://gz.lianjia.com/zufang/GZ0002261679.html,88平米,3室2厅1卫  整租,低楼层 (共32层),南,距地铁5号线猎德176米,隽峰苑13套出租中,天河珠江新城中,85天前发布,整租,暂无数据,暂无数据,暂无数据,采用精装修，质感墙纸，靓丽装饰灯，温馨舒适；客厅地面均采用抛光耐磨砖，卧室地面为实木地面板，冬暖夏凉，适宜居家。,小区共分为11栋楼(一期A1~A6座)、(二期A7~A11座)，首层为商铺，物业管理为置佳物业管理公司，品质管理经验丰富；配有地下负三层的停车场。,,南向三房，交通方便,高德置地、春夏秋冬广场、东西塔、广州塔、小蛮腰、兴盛路风情酒吧街、优托邦、肉菜市场、四大银行、健身/游泳/SPA会所等等,地铁5号线猎德站、APM专线花城站、专线公交、地铁5号线猎德站、APM专线花城站、专线公交,,
http://gz.lianjia.com/zufang/GZ0002261605.html,65平米,2室1厅1卫  整租,高楼层 (共9层),南,距地铁6号线横沙271米,金满花园金贵阁1套出租中,白云金沙洲,90天前发布,整租,暂无数据,暂无数据,暂无数据,房屋特有人性化设计，此房子简单的装修风格，白色扇灰墙，客厅房间地板是瓷砖，天花板有壁灯；厨房厕所简朴实用,,,配套成熟 交通方便,佳和购物广场、嘉华超市、金永喜超市、卜蜂莲花，国美电器、苏宁电器、以纯等；工商银行、中国银行、农业银行、农商银行、中国邮政储蓄银行等；金沙洲医院、沙凤卫生门诊部，横沙卫生门诊部。,周边公交：公交：276路、12路、42路、55路、283路、424路、290路、885路、高峰30路、231快线、里07路、佛231路 附近地铁：6号线横沙站,,
http://gz.lianjia.com/zufang/GZ0002261723.html,47平米,1室0厅1卫  整租,中楼层 (共15层),东,距地铁2号线纪念堂598米,颐和雅轩1套出租中,越秀小北,131天前发布,整租,暂无数据,暂无数据,暂无数据,此单位住家装修 保养还不错。雪白的墙身。显示得更加光亮。户型方正。通风采光良好。周边生活气氛良好，人文素质高。,属于中型社区，环境优美 ，出入方便 配套成熟。成熟地段，交通方便，附近有多条线路直达广州任何一个区域。,,交通便利 配套完善 户型方正,,,,布局合理。采光以及通风都非常好。旺中带静。视野开阔。靓景美不胜收。让您感觉非常舒服。让您心情舒畅。
http://gz.lianjia.com/zufang/GZ0002261760.html,80.6平米,3室2厅1卫  整租,中楼层 (共6层),北,暂无数据,祈福新村康怡居7套出租中,番禺祈福,92天前发布,整租,暂无数据,暂无数据,暂无数据,装修：业主原为自住，两年前重新装修过，住了一年左右就出国移民，保养好，拎包马上入住。,,,保养靓，家电齐全，,3.位置：毗邻大夫山旁，周边绿化110%。小区花园位置，望祈福全景，前后楼距宽阔，周边百步可达(公交车站，商业街，超级菜市场，15万人流,,⒈房型：此户型非常实用，南北对流，带大阳台，春凉夏爽。(注：房产证面积不添加阳台面积。),
http://gz.lianjia.com/zufang/GZ0002261774.html,118.89平米,4室2厅2卫  整租,中楼层 (共21层),南,暂无数据,喜洋居4套出租中,天河华景新城,83天前发布,整租,暂无数据,暂无数据,暂无数据,装修好，布置温馨，厅房保养都非常好，拎包即可入住，整体搭配非常好，给人一种清新感觉,小区位于天河公园北门口，小区不大但是什么都齐有花园，有活动场所等门口就是brt站交通异常便利，现在小区附近正在修建地铁口,,方正实用，安静舒适，交通便利,肯德基，华润万家，百佳，工商银行，建设银行等还有南方三院等等。,,,
http://gz.lianjia.com/zufang/GZ0002261901.html,85平米,3室1厅1卫  整租,中楼层 (共8层),南,暂无数据,汇怡苑丽怡居1套出租中,白云同德围,84天前发布,整租,暂无数据,暂无数据,暂无数据,此套间住家装修，间隔方正，厅出阳台，一进大门就是大厅，南向，住家装修，通风采光好,汇怡苑(一至二期)位于同德围，该小区是成熟小区，交通方便，生活便利，小区环境优美，适合居住，此小区房屋年代：1999年建造，物业费：0.40元/平方米/月，环境整洁干净，各类生活配套服务设施齐,,家私家电齐 通风采光好,,周边公交：175 176 17 212 215 228 238 524 527 545 832,,
http://gz.lianjia.com/zufang/GZ0002261864.html,54平米,1室1厅1卫  整租,中楼层 (共31层),东,暂无数据,保利大都汇36套出租中,番禺华南,83天前发布,整租,暂无数据,暂无数据,暂无数据,业主新装修，简约时尚风格，一房一厅，有独立厨房和阳台，房子新净，直接入住,"大型绿化小区，环境好啊，24小时保安管理，生活配套设施齐,楼距间隔高",,家电齐 高层视野开阔 随时入住,,,一厅一房一卫生间一厨房，家电家具在，多种绿色植物，纯天然的氧吧，让您的生活更加健康！采光通风,
http://gz.lianjia.com/zufang/GZ0002261994.html,93平米,3室2厅2卫  整租,高楼层 (共18层),北,暂无数据,碧桂园凤凰城凤馨苑27套出租中,增城新塘,83天前发布,整租,暂无数据,暂无数据,暂无数据,业主自己装修 保养好 光线充足 三房带主套 现租客在住 约看房,,,精装修三房带主套 光线充足,有市场，有楼巴，小学，幼儿园，里面有各种商店。要什么有什么，非常方便，是你不二之选，对面有一大广场，银行，大型超市，电影院都有,位于广园东路，107国道旁，属于碧桂园凤凰城的小区，共有16条街，属于大型小区，里面的环境清静，绿化好，治安好，小区出入都需要登记。周围的配套好，有自已的交通枢纽和公车站，有多路公车去广州，东莞，步行5分钟范围内围的配套好.,,
http://gz.lianjia.com/zufang/GZ0002262000.html,79平米,1室1厅1卫  整租,低楼层 (共16层),东,距地铁5号线潭村469米,凯旋新世界枫丹丽舍8套出租中,天河珠江新城东,83天前发布,整租,暂无数据,暂无数据,暂无数据,欧式风格，生活舒适安静！采光好，尽览小区花园。生活高质量健康之选。珠江新城尊贵高境界之选。,凯旋新世界位居天河珠江新城，城市新中轴线上。项目南望珠江，北依28万平方米的珠江公园，东邻广州赛马场，西为即将建设的市民广场和海心沙观光公园；东接直达深圳与珠江三角洲的华南快速干线，西北面驳广州大道与黄埔大道，地理位置可以方便连接内环路及城市快速干线。,幼儿园：春田花花幼儿园、南国幼儿园、海滨幼儿园、广州空军司令部幼儿园、华南师范附属幼儿园中小学：猎德小学、华师附属南国实验中学、华师附属南国实验学,保养好 户型方正,,,,
http://gz.lianjia.com/zufang/GZ0002262054.html,55平米,2室2厅1卫  整租,高楼层 (共31层),东南,距地铁3号线岗顶557米,枫丹雅筑5套出租中,天河龙口西,88天前发布,整租,暂无数据,暂无数据,暂无数据,正宗大两房，装修精美，住家装修，保养较好，环境安静，房子干净舒适。家私电器齐，可拎包入住，,,,交通方便 住家装修 小区管理,周边有中国银行，中国工商银行，天河少年宫，沃尔玛超市，百佳超市，华润万家超市。,附近有龙口西站公交车站，出门龙口西路可达天河北路，交通方便，附近有岗顶地铁站，岗顶brt站。,,
http://gz.lianjia.com/zufang/GZ0002262056.html,50平米,1室1厅1卫  整租,低楼层 (共9层),北,距地铁2号线东晓南939米,南洲花苑C区3套出租中,海珠金碧,83天前发布,整租,暂无数据,暂无数据,暂无数据,南洲花苑本房源装修情况 还是以前的装修户型没有改过还是以前交楼标准 无论大厅还是房间都实用很高,南洲花苑位于南洲路与广州大道南交界，相临海珠客运站，交通极为便利，多班公交线路来往市区，,,南洲花苑 环境舒适 户型方正 望景花园,南洲肉菜市场，华南鞋城，好又多超市，华润万家超市，地铁，多路公交，各菜系饮食餐厅，,地铁2号线东晓南，公交546，263，247，960，836，239，276，779等多路公交,,
http://gz.lianjia.com/zufang/GZ0002258454.html,30平米,1室1厅1卫  整租,高楼层 (共5层),南,距地铁1号线东山口524米,中山二路庙前直街3套出租中,越秀东山口,85天前发布,整租,暂无数据,暂无数据,暂无数据,原住家普通装修，标准一房一厅，保养较为良好。楼梯中层 通风采光好，间隔合理实用,,幼儿园：育才第二幼儿园、执信南幼儿园 中小学：执信中学、育才中学、东风东路小学、执信南路小学、农林下路小学 大学：广东工业大学、广州铁路职业技术学院执信南校,近地铁 近学校 环境安静,幼儿园：育才第二幼儿园、执信南幼儿园 中小学：执信中学、育才中学、东风东路小学、执信南路小学、农林下路小学 大学：广东工业大学、广州铁路职业技术学院执信南校,该物业近地铁一号线东山口站，步行五分钟即达公交车总站；另步行五分钟到东山口站有多条公交站线路。方便去到城市各处,,
http://gz.lianjia.com/zufang/GZ0002258447.html,50平米,2室1厅1卫  整租,高楼层 (共9层),南,距地铁6号线东湖982米,东华南路4套出租中,越秀东川路,256天前发布,整租,暂无数据,暂无数据,暂无数据,经过本人实地勘察 该房源装修保养比较好 瓷砖地板 采光通风好 白色灰墙,,,采光通风好 方正实用 家电齐,东华南路周边有东华南市场 东湖新村市场 东湖公园 大沙头小学 中华广场 烈士陵园,东华南路150号位于越秀区 交通便利 楼下就是公交车站 地铁六号线东湖站只需7分钟路程,,
