用户,评论,时间
550567937,期待二季快点上映，顶起[得意][得意][得意],2017-04-09 20:31:37
529760452,很好看,2017-04-09 20:30:54
392099097,女二真心丑！,2017-04-09 20:30:05
381233620,是不是购买vip就可以下载。求回答。 越快越好[调皮],2017-04-09 20:29:33
524442712,是的,2017-04-09 20:57:28
405711155,嗯,2017-04-09 20:37:42
182044714,$077$p,2017-04-09 20:29:15
182044714,Pom,2017-04-09 20:29:00
394882867,1年期,2017-04-09 20:28:49
486554666,求借VIP🌚,2017-04-09 21:11:30
218869827,借你vip用一下😍😍😍,2017-04-09 20:32:01
534212002,第二部5.14号开播,2017-04-09 20:28:05
394882867,,2017-04-09 20:27:57
429479159,男主下巴有点尖,2017-04-09 20:27:43
187927823,王丽娇我喜欢你,2017-04-09 20:27:29
32701837,最讨厌女主她妈跟继女吵架的时候她一声不吭！！！,2017-04-09 20:27:11
498546730,我也是[握手][握手][握手],2017-04-09 20:40:20
228034238,她本来就恨她妈,2017-04-09 20:37:42
553539672,女主角鼻子难看,2017-04-09 20:26:35
258636043,新面孔。。。漂亮的李慧珍里她公司的死对头哎。。。。,2017-04-09 20:25:01
324763551,哈哈哈感觉穿越了,2017-04-09 20:35:03
395166628,谭松韵和男主角好可爱…,2017-04-09 20:24:01
384667055,第二季什么时候开始演,2017-04-09 20:22:26
268112553,好看么 刚准备看呢,2017-04-09 20:22:02
229999387,潮哥 为你而来 加油,2017-04-09 20:21:29
531444003,这个人好重的洁癖！！！,2017-04-09 20:21:15
553536164,看封面像薛之谦，我才迫不及待来看的，一看演员列表，只能说我眼瞎看错了,2017-04-09 20:20:54
229324927,木有创新果断去剧！,2017-04-09 20:20:40
430123288,那个韩式集团的女儿真是不要脸，这么没礼貌，要是我，我早就一巴掌飞过去了。,2017-04-09 20:20:22
470168814,第二季什么时候播出？？？,2017-04-09 20:20:00
547269947,&#039;l,2017-04-09 20:19:16
553558962,,2017-04-09 20:57:26
331311155,0@p p k&#039;,2017-04-09 20:18:59
553534461,什么时候播第二季,2017-04-09 20:18:03
92067951,国产电视剧基本上开头都是以耍酷而开始第一集，哎.有没有创新点的呀，朱亚文和王丽坤演的漂洋过海来看你，开头也是这种开头.,2017-04-09 20:17:50
157659766,就是,2017-04-09 21:30:22
27394089,什么时候能有第二季？,2017-04-09 20:16:06
553532626,男主是小时代的席城,2017-04-09 20:15:05
136125217,只有我一个人发现男主的嘴巴是斜的吗,2017-04-09 20:11:05
439929205,好好看,2017-04-09 20:09:43
128222368,zenme感觉女主角和周子瑜长得有点像,2017-04-09 20:09:12
324763551,有吗。。。,2017-04-09 20:16:06
553528318,好期待第二季[玫瑰][玫瑰][玫瑰][玫瑰],2017-04-09 20:08:12
553528166,出场的这个男的好丑啊！,2017-04-09 20:07:57
118067828,这就完了?,2017-04-09 20:06:12
547160569,好看吗,2017-04-09 20:06:09
404689068,片头片尾预告应该都不止21集吧，什么鬼,2017-04-09 20:05:56
55914655,还有第二季，才放了一半,2017-04-09 20:12:21
329844571,我一看到朱丹我就想拿把刀砍死她,2017-04-09 20:05:06
263205139,有没有发现高秘书女朋友演过 男神执事团 中的女主,2017-04-09 20:03:30
69741056,美妙！,2017-04-09 20:02:36
155168608,好看期待第二部，女主的头发是什么颜色？,2017-04-09 20:02:07
553526264,第二部什么时候播呢？,2017-04-09 20:04:58
202321900,"什么时候，出第二季啊！！！！
超期待啊，希望赶紧开播。。。。",2017-04-09 20:02:05
130538042,助理比男二帅啊,2017-04-09 20:01:30
55914655,确实,2017-04-09 20:12:50
406281391,放屁,2017-04-09 21:37:37
69741056,嗯，棒棒！,2017-04-09 20:00:55
172467819,[微笑][微笑],2017-04-09 20:00:31
551053627,男主男配为什么都这么丑,2017-04-09 19:59:13
312226395,谁有VIP啊！能不能一起？,2017-04-09 19:58:32
405711155,让我又一下可以吗？,2017-04-09 20:40:15
451659435,有,2017-04-09 20:02:40
95294455,我,2017-04-09 20:02:16
202321900,为什么到21集,2017-04-09 19:57:51
72780085,因为还有第二部,2017-04-09 20:04:27
86367567,二部几月出,2017-04-09 20:07:59
269329114,Hh-,2017-04-09 19:57:35
269329114,vx,2017-04-09 19:56:50
480540071,电视剧太好看了,2017-04-09 19:55:40
285531404,第二部好久出来哟？,2017-04-09 19:55:39
449401419,好好的电视剧能不分季吗,2017-04-09 19:55:29
383176748,全都看完了 什么时候出第二季。,2017-04-09 19:54:32
539982250,Harlan.,2017-04-09 19:53:50
531553547,第一回这么想看一部电视剧，静等第二季，期盼中,2017-04-09 19:51:47
21300901,男主的脸是不是整过了😳,2017-04-09 19:50:59
241282592,有没有发现 女主每次生气失望什么的 就是喝酒,2017-04-09 19:49:23
352385712,哪位美女帅哥有VIP啊，借我用用啊,2017-04-09 19:47:59
552822771,[抓狂][抓狂][抓狂][抓狂][抓狂],2017-04-09 19:47:17
317652100,女主得罪了造型师,2017-04-09 19:47:15
89461432,慢慢等待第二季的到来~,2017-04-09 19:47:06
195750158,太喜欢回忆了吧 一段事放了一遍又一遍,2017-04-09 19:46:36
125777531,不知道好看不？,2017-04-09 19:45:58
493460609,太喜欢回忆了吧 一段事放了一遍又一遍,2017-04-09 19:44:55
153206980,只有21集吗,2017-04-09 19:43:23
345979574,哪位大神借个VIP给我看下了,2017-04-09 19:42:14
475797581,下载千影游览器，在那看不要VIP,2017-04-09 21:05:07
464517743,太搞笑了,2017-04-09 19:42:02
464870564,妹妹领取,2017-04-09 19:41:53
493956622,大家好我好的,2017-04-09 19:40:41
473902210,5.4号第二季播,2017-04-09 19:38:46
351157921,真的吗？,2017-04-09 19:52:01
31131100,五月四号播放第二季对吗？,2017-04-09 19:49:48
521979606,不想说男主了，演的哪一部电视剧都那么狗血，装酷装得跟傻逼一样！,2017-04-09 19:36:46
373078028,能不能不要这么多的重复,2017-04-09 19:36:30
553508592,从最好的我们开始就超喜欢松韵，为你而来，加油,2017-04-09 19:36:27
44095011,希望主角和声音不要变,2017-04-09 19:34:53
48471106,v，,2017-04-09 19:34:27
407323447,兑了个VⅠp一口气看完结果又是第一季，现在电视剧整人了[撇嘴],2017-04-09 19:34:13
38822552,看完了，很好看，期待第二季……………,2017-04-09 19:34:03
522111600,求VIP,2017-04-09 19:36:24
392697220,好久都没有一部这么好看的电视了，太喜欢了！追到底~[愉快],2017-04-09 19:33:36
344235798,挺好看,2017-04-09 19:32:27
553107938,第二季快点快点,2017-04-09 19:31:57
69605329,我就想知道第二季什么时候播,2017-04-09 19:29:53
192965586,第二季什么时候播好期待😊,2017-04-09 19:29:47
403116701,已经看完了，期待第二季，无聊死了，又来看第二遍了，太喜欢了,2017-04-09 19:29:36
553356516,第二季什么时候播,2017-04-09 19:28:40
75482140,谭松韵演的黎晏书帅气洒脱，生命力极强，大爱。,2017-04-09 19:28:02
432753488,又来看一遍[偷笑][偷笑],2017-04-09 19:26:27
75482140,为啥没有弹幕,2017-04-09 19:24:57
481331317,我不知道,2017-04-09 19:35:02
368177811,期待第二季……,2017-04-09 19:23:24
30054989,导演是弱智么？不知道一线化妆品的产品都是按公司统一标准摆放么？而且这种化妆品的亚克力展板上都是写着产品名的。不是按照他想怎么摆就怎么摆的。再说了，一个商场的总裁，和化妆品品牌有啥关系。都是联营模式。所有人员都归品牌自己管。关他屁事了。这个编剧到底懂不懂啊？一个在商场从事一线化妆品十年销售的美容顾问如是说。,2017-04-09 19:22:59
149451115,事真多,2017-04-09 19:29:54
149451115,较真干什么。,2017-04-09 19:29:49
553498439,男主好帅，好霸气,2017-04-09 19:20:52
120460863,题材不错，很贴切年轻人的生活. 很喜欢谭松韵,2017-04-09 19:20:30
548290996,第二季什么时候播,2017-04-09 19:20:11
449843673,快来看,2017-04-09 19:19:26
553491330,松 韵和姜潮做cp好配,2017-04-09 19:17:44
553476416,好棒,2017-04-09 19:17:43
553496334,谁有vip呀，能让用用吗？,2017-04-09 19:17:37
553496334,能让用用吗？,2017-04-10 06:29:15
533437029,我有哦😊,2017-04-09 19:37:18
553496278,超级喜欢女主，觉得她把这个角色演绎的很到位，支持你！,2017-04-09 19:17:32
553496094,好看,2017-04-09 19:17:16
230704353,第二季啥时候播呢？,2017-04-09 19:16:25
458721667,炒鸡好看,2017-04-09 19:15:52
80887727,好看,2017-04-09 19:14:35
492743458,,2017-04-09 19:13:28
477211852,有球用，当官没个好冬,2017-04-09 19:12:11
422229040,5555,2017-04-09 19:11:32
468096308,男主坐的姿势我也是醉了，哪像总裁了？？？,2017-04-09 19:08:23
164895092,第二季啥时候播啊,2017-04-09 19:08:22
248051031,唱歌喝酒,2017-04-09 19:08:12
455791733,虽然早已过了看偶像剧的年纪，但为了韵宝还是看了[爱心],2017-04-09 19:07:11
329818237,抽烟这个梗和百年的新娘里讲的一样,2017-04-09 19:05:35
251805325,那位大神有VIP借我使,2017-04-09 19:05:23
533437029,我有[微笑],2017-04-09 19:37:51
501856032,男主女主都好好看[强][强][强],2017-04-09 19:05:10
182150044,第二部什么时候播呀,2017-04-09 19:04:10
78903859,看了一整天完了，第二季什么时候播啊,2017-04-09 19:03:04
107809868,怎么又要等第二部啊,2017-04-09 19:00:57
365589262,好好看啦啦啦,2017-04-09 19:00:12
117538059,这电视没演玩,2017-04-09 18:59:46
534981541,什么时候开播第二季啊，等的好揪心啊,2017-04-09 18:59:45
28663699,比,2017-04-09 18:59:26
27879747,超级好看。真是一口气看完的,2017-04-09 18:59:22
372296964,烂片,2017-04-09 18:58:44
514123327,这个的小说可以在哪里看,2017-04-09 18:57:40
401043535,第二季啥什么上映啊[可怜],2017-04-09 18:57:32
468096308,喜欢谭松韵,2017-04-09 18:56:39
548290996,不知道,2017-04-09 19:18:30
400223063,韩君瑶因该让吴优来演,2017-04-09 18:56:37
553432878,女主演的太恶心了，看是冲着男主看的。但让我忍不了女主估计今晚会做噩梦啊我的妈呀,2017-04-09 18:56:09
254600859,好希望吴倩演这部剧。,2017-04-09 18:55:43
107353850,第二季什么时候播啊,2017-04-09 18:51:23
193787127,第二部什么时候出来,2017-04-09 18:51:13
312437501,男主整容整的太假了,2017-04-09 18:51:08
238605889,喜欢这部电视请赞我。,2017-04-09 18:50:11
553478044,没意思，而且搁前十年这种偶像剧可能还会看，现在好片看多了，所以对这种难免审美疲劳。不过王妍之的脸画的也太白了，显得脖子黑，跟僵尸一样[呲牙]陶松韵的妆还好点,2017-04-09 18:49:40
553458075,谈生命。,2017-04-09 18:49:22
215112233,一群花痴,2017-04-09 18:48:10
544490544,谁有vlp借我用一下,2017-04-09 18:47:53
537147555,我觉得吧，男主一边也不帅，女主呢，还可以！看到后面顾承泽都喜欢上黎晏书了。,2017-04-09 18:47:40
108343175,男主就他妈的垃圾,2017-04-09 18:46:00
98308300,VIP 好任性。,2017-04-09 18:45:49
537147555,我都快看完了[得意],2017-04-09 18:45:32
549331146,看完了，很好看！,2017-04-09 18:45:11
355862088,领带多歪了,2017-04-09 18:44:46
553474709,男主在戏里是处女座的吗?洁癖好大。,2017-04-09 18:44:33
550025174,快更新多一些吧，好期待啊,2017-04-09 18:44:10
543089035,挺好看的,2017-04-09 18:43:44
424621682,这个到了结局也没有什么好看啊！,2017-04-09 18:42:52
544215378,没结局，还有第二季,2017-04-09 18:50:35
75482140,剧情不拖拉，好笑又好看，好看。,2017-04-09 18:42:51
476532541,哈哈,2017-04-09 18:42:24
530721146,摁，谭松韵还挺好看的哈[微笑][微笑][微笑][微笑][微笑][微笑][微笑][微笑],2017-04-09 18:41:39
418197543,真的超级好看，看得我超级感动的,2017-04-09 18:40:59
147176115,总觉得女主不太适合成熟的衣服，适合少女系的,2017-04-09 18:39:48
109119027,为啥看到男猪脚第一眼就有想削他的感觉,2017-04-09 18:39:12
289280306,看上瘾了，，想看第二季！！！,2017-04-09 18:37:58
461206194,网上都可以搜到全集啦。谁还在这等着更新,2017-04-09 18:37:17
291006748,强烈要求第二季，和我一样的请点赞谢谢,2017-04-09 18:37:11
70636154,这总裁大清早这样检查卫生也是闲得蛋疼。。,2017-04-09 18:36:18
553468605,谁有vip借我，可以吗,2017-04-09 18:34:57
553468605,借我，可以吗,2017-04-10 18:45:21
544215378,我有全集资源,2017-04-09 18:51:34
72608983,我发现剧里的人物名字都很好听，就是普遍颜值不高，除了女主,2017-04-09 18:33:41
482377379,这阵仗厉害了（开头）,2017-04-09 18:33:32
538634100,坐等,2017-04-09 18:30:33
72608983,那些说借VIP的人，连一个月十五块钱的vip钱都掏不起吗？,2017-04-09 18:28:06
542458053,dj[微笑][微笑][微笑],2017-04-09 18:27:49
222363067,校服毫无违和感 同意否,2017-04-09 18:27:00
513171610,姜潮多帅的,2017-04-09 18:24:51
529565700,韩氏集团…,2017-04-09 18:18:33
136029397,自己不解释，怪谁啊？？莫名其妙,2017-04-09 18:16:50
73588841,那个你能借我vip吗,2017-04-09 18:27:13
544215378,我有免费资源,2017-04-09 18:36:08
136029397,忍辱负重很好玩吗？？像阿Q一样，还说自己不好惹。我看挺好惹的,2017-04-09 18:17:49
94205487,谁有wp看一下 拜托 行行好,2017-04-09 18:15:24
544215378,在么,2017-04-09 18:48:08
544215378,我有免费资源，加你,2017-04-09 18:36:45
514123327,我也要,2017-04-09 18:59:05
346408694,感觉挺新颖，跟以往的偶像剧大有不同。特别是谭松韵在演技上有很大的突破和提高，为她点个赞吧！,2017-04-09 18:13:44
108497544,我有,2017-04-09 18:33:49
37325103,坐等第二季！,2017-04-09 18:13:35
343517104,能不能借一下vlp,2017-04-09 18:19:33
544215378,我有免费资源分享,2017-04-09 18:37:21
207989632,谁能知道第二部何时上映,2017-04-09 18:13:06
109084843,5月份,2017-04-09 18:51:51
94205487,好好看 希望第二部马上出来,2017-04-09 18:12:39
94205487,呃呃,2017-04-09 18:13:02
373078028,这飞机上的丑女不会是女一吧。,2017-04-09 18:12:26
261249962,比你美,2017-04-09 18:38:00
444486750,猥琐大叔。,2017-04-09 18:11:42
86564473,第二季什么时候更新？！,2017-04-09 18:11:13
301493887,好好看啊，希望还有第二季，喜欢姜潮和谭松韵,2017-04-09 18:10:55
301493887,什么时候播出了,2017-04-09 20:09:25
70317238,五月四日,2017-04-11 06:04:12
70317238,本来就有第二季,2017-04-09 18:38:56
237649190,男主演技很到位,2017-04-09 18:10:05
423385219,呵呵 宴书随便说两句都能随时气死你😂,2017-04-09 18:09:58
301493887,坐等第二季,2017-04-09 18:08:46
346443049,太好看了，越看越看越好看[色][色],2017-04-09 18:07:18
553450581,好好看哦,2017-04-09 18:06:03
322916564,你这个干嘛不每天在一起呢！,2017-04-09 18:06:00
553450174,那个有VIP，借我嘛！,2017-04-09 18:05:16
544215378,我有全集资源,2017-04-09 18:42:28
267924181,第二季再不播我都不知道看啥了 把片头片尾看n遍 越看越想看第二季 撒糖🌹🌹,2017-04-09 18:04:22
553449592,阿泽,2017-04-09 18:04:11
553449442,哪位大神能借vip给我看一下，谢谢谢谢,2017-04-09 18:03:56
544215378,我有，加我,2017-04-09 18:44:11
349517913,什么都不说了，就是好看,2017-04-09 18:02:29
101857271,第二季什么时候出呀？,2017-04-09 18:02:24
124472360,解释，，，，开除[偷笑][偷笑][偷笑],2017-04-09 18:02:19
94881867,肯定不止我一个人觉得女主衣品好好,2017-04-09 18:01:00
92529827,fcccdh&#039;,2017-04-09 18:00:38
31962184,多少年了，为什么霸道总裁不能换一个出场方式😂😂😂,2017-04-09 17:58:21
544334764,第一季已看完，坐等第二季,2017-04-09 17:58:00
275652477,j j w je说不定会根据日ukjxnjnn,2017-04-09 17:57:46
454816357,女主怎么没淳贵人好看了,2017-04-09 17:57:41
26594168,女主演不漂亮，但演的应该还不错,2017-04-09 17:56:20
76972896,哪位大神能借用一下vip啊，谢谢,2017-04-09 17:55:18
544215378,我有,2017-04-09 18:00:54
551847865,怎样加？,2017-04-09 20:09:38
553447167,借我用,2017-04-09 18:11:20
297628390,好帅,2017-04-09 17:54:59
315637340,女主跟邓紫棋有些像,2017-04-09 17:54:54
296413447,不知道为什么希望在剧中顾瑾昀和黎晏书在一起,2017-04-09 17:50:15
444947438,好看，棒棒哒,2017-04-09 17:50:00
482407578,完美追剧，一天时间全部看完了，演的真的很好，快出第二部,2017-04-09 17:47:59
361928096,时装周的著名设计师居然没有存款，无处可去？,2017-04-09 17:47:48
532675961,已经把这偶像剧当爱情公寓看了,2017-04-09 17:47:47
72608983,可是爱情公寓抄袭剧啊,2017-04-09 18:20:53
523393277,第二季什么时候开始播,2017-04-09 17:46:19
504688062,很喜欢，期待第二季[色][色][色][色][色],2017-04-09 17:42:52
10761892,有点像邓紫棋,2017-04-09 17:40:21
241402252,姜潮简直帅呆了，你们一个个都不要和我抢，他是我的，舔屏走起。么么么哒哒哒，第二季快到碗里来[得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意],2017-04-09 17:39:15
545410491,才不要呢,2017-04-11 17:30:54
533537106,额额,2017-04-11 16:39:21
26651833,没人和你抢　我不喜欢　哈哈,2017-04-11 16:10:46
188561990,真够傻逼的,2017-04-11 09:48:30
60147959,傻逼,2017-04-11 04:16:56
554078860,谁借我VIP嘛,2017-04-10 21:52:33
554230991,菝112餐OK了啦空吧主,2017-04-11 10:08:17
22278379,。 &#039;“,2017-04-11 10:43:46
416031798,你可以找我,2017-04-11 00:48:33
61926418,岛国瑟茅篇，點我明[色],2017-04-10 20:52:43
553493402,谁能借我vip,2017-04-10 20:47:29
538217662,,2017-04-11 00:03:49
550792107,兔子啊？,2017-04-10 20:46:21
436719171,难看死了！一点都不真实，全是虚构的,2017-04-10 13:39:17
183017358,帅没男二帅吧，而且没人和你抢，这里都是直男,2017-04-10 13:36:05
45213826,帅个蛋蛋呦,2017-04-10 12:49:11
239723837,请问好久演第二部,2017-04-10 12:29:10
106867903,pwp,2017-04-10 13:00:18
530461400,hed,2017-04-10 22:43:55
538760137,[白眼][白眼][白眼],2017-04-10 11:26:44
509123240,好好看我好喜欢,2017-04-10 11:10:40
455877751,哈哈！,2017-04-09 17:38:11
451671271,求VlP,2017-04-09 17:36:10
544334764,私信给你,2017-04-09 17:47:11
200111092,可以也借给我用用吗？,2017-04-09 17:59:08
553447167,给我😊,2017-04-09 17:58:40
429625602,什么时候才出第二季呢？好期待呢,2017-04-09 17:34:23
544215378,五月14,2017-04-09 18:01:36
83646945,五月四号,2017-04-09 17:44:23
492241795,"求VIP😭哪个好心人有VIP,麻烦借我用用谢谢🙏🙏🙏🙏🙏🙏",2017-04-09 17:34:18
310618691,你买吧,2017-04-09 18:28:50
544215378,加我,2017-04-09 18:02:35
456251306,第二季什么时候开始,2017-04-09 17:34:06
429625602,好看,2017-04-09 17:33:18
509137816,什么时候出第二季，还想看,2017-04-09 17:32:02
83646945,五月四,2017-04-09 17:44:32
80225943,姜潮太萌了，希望男主角赶快火起来，大爱男主角[愉快][愉快],2017-04-09 17:31:38
529823553,这男主下巴可以挖土了，整的快和阿凡提媲美了,2017-04-09 17:30:37
453829557,这样的人处处有,2017-04-09 17:30:10
86383654,跪求VIP,2017-04-09 17:30:10
544334764,来来来，全集给你,2017-04-09 17:48:07
525388368,漂亮相当漂亮,2017-04-09 17:30:02
485506399,喜欢谭松韵,2017-04-09 17:28:18
316967448,啥时候第二季的,2017-04-09 17:27:48
83646945,0504,2017-04-09 17:44:39
429625602,就是啊,2017-04-09 17:35:09
76788631,有谁看过姜潮的（幸福来敲门相亲节目），很霸气，没看的去看，,2017-04-09 17:26:45
406781252,嗯嗯，没错，还有姜潮的《28岁未成年》也很好看,2017-04-09 17:49:07
273991526,是今年的还是？,2017-04-09 17:36:12
528438457,看完了。怎么办。什么时候有第二季,2017-04-09 17:26:35
553434075,,2017-04-09 17:26:08
20714385,第二季什么时候开播啊,2017-04-09 17:24:23
534202805,什么时候出第二季啊！,2017-04-09 17:23:14
151111979,第二季什么时候上,2017-04-09 17:22:48
21304009,研之演了坏女孩，不过也爱,2017-04-09 17:22:38
411356355,就是想问第二期什么时候播,2017-04-09 17:22:31
553431291,谁有VIP啊，可以借我吗,2017-04-09 17:19:17
544334764,有全集资源，免费分享哦,2017-04-09 17:43:16
548788686,不是我说女二君瑶演技尴尬炸裂，看到她就想快进噢,2017-04-09 17:18:00
464869948,飘过,2017-04-09 17:16:24
546304307,我刚刚才看,2017-04-09 17:16:07
553429853,谁能借我个VIP啊,2017-04-09 17:15:54
544334764,全集免费分享,2017-04-09 17:43:27
535132937,什么时候出第二季,2017-04-09 17:15:47
406607412,有谁可以借我一下WIP,2017-04-09 17:14:56
270991194,DqCc,2017-04-09 17:13:19
29002906,顾瑾昀真的好丑 拉低电视剧颜值,2017-04-09 17:12:16
268139608,谁借我vip？,2017-04-09 17:10:58
273991526,我没有vip，但我有网址看，我今天刚看，你要不？,2017-04-09 17:32:52
553426610,有谁知道第二季何时播出呢,2017-04-09 17:08:37
369582723,差不多得隔一个月吧！起码得一集一集的更新完。,2017-04-09 17:14:23
216262405,[憨笑],2017-04-09 17:07:56
545727675,".,.,c.f.f.reaR f",2017-04-09 17:06:43
352009955,谁借我一下vip啊,2017-04-09 17:06:09
361741465,我借你。加我QQ,2017-04-09 17:08:19
300893686,借我嘛,2017-04-09 17:33:58
352009955,QQ多少啊,2017-04-09 17:11:14
553425640,好看么,2017-04-09 17:05:31
553425072,我的都开不了VIP,2017-04-09 17:04:10
544215378,找我，给你,2017-04-09 17:06:23
444251752,你人真的很好,2017-04-09 17:24:36
544215378,免费领取,2017-04-09 18:04:49
393134727,什么时候可以看第二季呀,2017-04-09 17:03:10
553428430,5.4,2017-04-09 17:12:32
47572174,你怎么知道的？,2017-04-09 17:44:50
450848831,虐🌚,2017-04-09 17:02:53
62624495,好任性，丢苹果呐。。。路人捡到马上修好就值了,2017-04-09 17:01:56
473997680,什么时候开播第二季,2017-04-09 17:00:10
553422401,很早就喜欢男主姜潮了[愉快],2017-04-09 16:59:10
283368961,要出第二部，我也是醉了，才看了一半，什么情况啊。,2017-04-09 16:56:35
134144224,第二季什么时候播出啊,2017-04-09 16:54:32
396840158,是不是还有第二部呀？,2017-04-09 16:53:18
536305471,有,2017-04-09 16:59:08
157750644,喜欢这小丫头,2017-04-09 16:51:56
215461246,不吃,2017-04-09 16:50:38
548386267,夸张的偶像剧,2017-04-09 16:49:54
338247488,哪个君桃？女二？,2017-04-09 16:48:24
536305471,是的,2017-04-09 16:59:22
431074841,好看,2017-04-09 16:47:46
339112663,谁有VIP啊，求借一下啊。,2017-04-09 16:47:41
544334764,全集资源免费分享,2017-04-09 17:44:22
431074841,眼镜酷,2017-04-09 16:46:06
553417376,演的什么结局就是这样的导演也是嗨呀,2017-04-09 16:44:44
453829557,洁癖精太搞笑,2017-04-09 16:44:03
26690398,男主明明很帅，像乔振宇,2017-04-09 16:43:17
553416569,在一起[微笑],2017-04-09 16:42:36
63164261,后面没了？,2017-04-09 16:41:37
487921655,谁有VIP接我好吗？,2017-04-09 16:41:24
553421530,借我一个呗，亲,2017-04-09 16:55:05
549024522,我,2017-04-09 16:49:53
544215378,真的，资源,2017-04-09 16:47:06
544215378,加个V，免费的,2017-04-09 16:46:39
553415614,第二季？,2017-04-09 16:40:14
16318871,君桃变装成功。,2017-04-09 16:40:01
336200059,大爱姜潮，谭松韵,2017-04-09 16:39:22
553415084,然而第一季我已经看完了，坐等第二季,2017-04-09 16:38:57
269634155,VIP都不是吹吧,2017-04-09 17:49:50
520876588,谭松韵，加油,2017-04-09 16:38:16
145845051,这是在哪,2017-04-09 16:37:12
145845051,第二季演个80集吧。太好看了😂,2017-04-09 16:41:27
542284171,什么时候第二季啊，等更，刚更完霸少，现在又等这个,2017-04-09 16:36:54
92409027,字幕不同步。。,2017-04-09 16:36:46
553414032,乐,2017-04-09 16:36:23
199400833,一集光回忆吧,2017-04-09 16:35:04
335020171,太假了点吧，ppt明显处在播放状态下那个总裁在瞎按什么东西？,2017-04-09 16:34:20
230602288,超搞笑 我喜欢 嘻嘻,2017-04-09 16:33:34
369581040,哪位好心人，借一下vip?,2017-04-09 16:32:59
544215378,加个好友，免费拿？,2017-04-09 16:45:10
447943928,一口气看完,2017-04-09 16:32:30
349689131,可以借用一下vip吗看完就还谢谢,2017-04-09 16:37:19
190038149,挺好看的，,2017-04-09 16:32:09
551841622,第一季全集免费发给你们＋Bxnhwdyz 不信到时可以把我删了,2017-04-09 16:31:51
538913029,女二的发型～看得我尴尬症都犯了,2017-04-09 16:31:35
553412039,这第二季什么时候放出来啊,2017-04-09 16:31:33
437924914,好好看的呢，真的，好希望快一点更新第二季，据说5月14号才播二，25集，好气哦，这么晚😂😂,2017-04-09 16:28:48
553410615,什么时候第二季啊？,2017-04-09 16:27:54
28768647,什么啊，这应该还没有结局吧,2017-04-09 16:26:42
553408850,这好像没有结局吧,2017-04-09 16:23:19
51191414,第二季多前演啊,2017-04-09 16:23:17
544215378,五月中旬,2017-04-09 16:28:53
523527215,这不是艾玛吗！,2017-04-09 16:22:37
428317960,,2017-04-09 16:41:52
409769769,晏书的妈好恶心,2017-04-09 16:22:17
356547136,好好看，,2017-04-09 16:21:56
231046873,o(*≧▽≦)ツ ~ ┴┴好喜欢。,2017-04-09 16:21:05
100506199,怎么感觉男主跟面瘫似的😂,2017-04-09 16:21:01
553407224,好看,2017-04-09 16:19:30
223541309,什么时候出第二季,2017-04-09 16:19:12
507483718,女主好悲惨呀！,2017-04-09 16:18:38
210117956,腿粗,2017-04-09 16:30:19
529659325,不错,2017-04-09 16:18:22
535901286,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈，可怜了这只口红💄💄💄💄💄💄💄💄💄💄💄💄💄！！,2017-04-09 16:17:59
553406408,是不是没有放完呀！,2017-04-09 16:17:33
466829313,没vip谁知道资源怎么找啊,2017-04-09 16:17:00
517998326,加下我好友吧，我有,2017-04-09 16:25:03
544215378,加好友,2017-04-09 16:33:52
212328351,第二部~~~~,2017-04-09 16:16:52
65337685,第二部的什么时候才能出来,2017-04-09 16:15:03
440616430,哈哈,2017-04-09 16:12:53
351793528,男主，丑丑丑,2017-04-09 16:11:30
186568158,有第二季吗？,2017-04-09 16:11:21
171327384,1 至21全都看完了 坐等第二季！！！！！,2017-04-09 16:11:20
455376111,能借我VIP么？拜托( •̥́ ˍ •̀ू )！！,2017-04-09 16:28:04
209430915,每一步电视剧也好电影也罢，排的好与不好我们没权说他，如果你自己有实力你可以自己去排一步好的何必来看这个呢，演员在后面辛辛苦苦付出那么多，不是让你们来喷的。,2017-04-09 16:11:11
553403465,第二部啥时候出来了啊！期待后面剧情啊！,2017-04-09 16:10:21
351793528,男的真丑，又装逼脸长的形状真奇怪，这个角色真不适合你，滚回家睡大觉去吧，傻逼,2017-04-09 16:10:02
482871688,那你滚吧，有时间就多读点书，别老在这瞎bb,2017-04-09 16:31:52
149347733,喜欢松松,2017-04-09 16:05:38
553401163,我怎么加载不出来,2017-04-09 16:04:47
38889598,第二季什么时候放呀,2017-04-09 16:04:24
545138209,,2017-04-09 16:09:48
38889598,这是不是还没有更新完呀，结局都没有,2017-04-09 16:03:50
553400426,挺好看的,2017-04-09 16:03:01
358256388,你们看啊，韩君瑶的扮演者王妍之，她之前扮演君桃的时候不少人说她漂亮，现在又说她丑。,2017-04-09 16:01:15
402000669,君桃是她演的啊，难怪我看着这嘴巴有些熟悉,2017-04-10 17:53:28
22520638,发型毁了她,2017-04-09 16:04:41
483791584,想打银,2017-04-09 16:01:08
